,Gender,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
5977,F,Produce Clerk,Produce,South Dakota,Stores,49.03620203,5.86553291,94.64938639,Stores
5979,F,Baker,Bakery,Idaho,Stores,51.12789987,3.930899261,113.3149221,Stores
5980,F,Shelf Stocker,Processed Foods,Iowa,Stores,47.87261479,5.313756154,86.56303541,Stores
5981,F,Produce Clerk,Produce,Pennsylvania,Stores,45.02566279,4.508366062,76.86561705,Stores
5982,M,Dairy Person,Dairy,Wisconsin,Stores,53.76638392,5.2594623,167.0034408,Stores
5983,M,Dairy Person,Dairy,Washington,Stores,44.16282988,4.177275488,61.77703167,Stores
5984,M,Dairy Person,Dairy,Kansas,Stores,48.84143075,3.902566465,96.90520345,Stores
5985,F,Shelf Stocker,Processed Foods,Connecticut,Stores,40.69580839,5.30138428,33.15362711,Stores
5986,F,Baker,Bakery,South Dakota,Stores,41.02578131,4.866512598,100.2627209,Stores
5987,F,Dairy Person,Dairy,New Mexico,Stores,54.36955828,2.224736092,149.8181493,Stores
5989,F,Produce Clerk,Produce,Oregon,Stores,36.39242098,4.77098948,8.087891465,Stores
5990,M,Dairy Person,Dairy,Arizona,Stores,30.98444279,4.687064999,41.00388772,Stores
5991,M,Dairy Person,Dairy,Hawaii,Stores,38.37934711,6.399896528,109.7397952,Stores
5992,F,Dairy Person,Dairy,New York,Stores,33.39048954,3.69953189,30.82981001,Stores
5993,F,Shelf Stocker,Processed Foods,Washington,Stores,53.35239614,5.371065135,75.47398397,Stores
5994,F,Baker,Bakery,North Dakota,Stores,35.71287827,5.356616563,94.97666134,Stores
5995,M,Dairy Person,Dairy,Missouri,Stores,40.97445394,4.672747455,102.1764365,Stores
5996,M,Dairy Person,Dairy,Mississippi,Stores,47.04310236,5.280707153,46.84653221,Stores
5997,M,Shelf Stocker,Processed Foods,North Carolina,Stores,52.36649292,7.493030455,75.30115459,Stores
5998,F,Baker,Bakery,West Virginia,Stores,54.40879637,5.001516926,107.0642925,Stores
5999,F,Baker,Bakery,Utah,Stores,51.12582261,5.617541046,129.0542275,Stores
6000,F,Produce Clerk,Produce,Oklahoma,Stores,34.56772985,2.765960611,30.7032993,Stores
6001,M,Shelf Stocker,Processed Foods,Kentucky,Stores,46.79471283,5.494053831,68.26299448,Stores
6002,F,Dairy Person,Dairy,Delaware,Stores,64.87537918,1.214234166,222.2453676,Stores
6003,F,Produce Clerk,Produce,South Carolina,Stores,47.16898109,4.455040629,82.29714125,Stores
6004,F,Baker,Bakery,New Mexico,Stores,47.65440775,4.454332902,58.37849594,Stores
6005,F,Produce Clerk,Produce,Maryland,Stores,44.39816398,6.810114181,127.5499003,Stores
6006,F,Dairy Person,Dairy,Idaho,Stores,40.70619259,5.622965887,79.33544973,Stores
6007,F,Dairy Person,Dairy,West Virginia,Stores,36.28188709,3.547635224,11.67385873,Stores
6008,F,Produce Clerk,Produce,Arkansas,Stores,41.05775778,2.327816064,76.0136305,Stores
6009,M,Shelf Stocker,Processed Foods,Kansas,Stores,55.42807401,3.925683474,100.8084598,Stores
6010,F,Produce Clerk,Produce,Ohio,Stores,41.24058425,5.301043758,45.00525877,Stores
6011,F,Shelf Stocker,Processed Foods,Georgia,Stores,45.19724347,6.671949095,112.0984361,Stores
6012,F,Baker,Bakery,North Carolina,Stores,51.21552688,4.315812003,102.9273725,Stores
6013,M,Dairy Person,Dairy,Arizona,Stores,44.05112443,3.478822789,21.39659644,Stores
6014,M,Shelf Stocker,Processed Foods,Ohio,Stores,34.59127314,4.691182879,22.51343262,Stores
6015,M,Produce Clerk,Produce,New Jersey,Stores,61.90963117,5.29599987,149.0196177,Stores
6016,M,Dairy Person,Dairy,Nevada,Stores,40.65560904,3.282059867,47.9541507,Stores
6017,F,Shelf Stocker,Processed Foods,Wisconsin,Stores,53.39521119,2.926212062,101.3556803,Stores
6018,M,Produce Clerk,Produce,New Mexico,Stores,44.95868352,3.960632797,60.09125832,Stores
6020,F,Baker,Bakery,Alabama,Stores,40.65381785,6.310698897,80.60378373,Stores
6023,M,Produce Clerk,Produce,Montana,Stores,43.46178739,7.962787071,84.72171254,Stores
6024,F,Produce Clerk,Produce,Wyoming,Stores,32.82838365,4.009959721,46.4807758,Stores
6025,M,Dairy Person,Dairy,Missouri,Stores,42.01463815,2.074624225,69.61472288,Stores
6026,M,Dairy Person,Dairy,Michigan,Stores,45.71738994,3.508179996,109.1021702,Stores
6028,M,Baker,Bakery,Kentucky,Stores,34.0519545,5.283463523,20.49250632,Stores
6029,F,Baker,Bakery,Tennessee,Stores,29.15976433,5.563478016,27.64559124,Stores
6030,M,Dairy Person,Dairy,Connecticut,Stores,35.12217699,3.370603253,13.38530506,Stores
6031,M,Dairy Person,Dairy,Utah,Stores,55.81995198,3.843305863,120.1328594,Stores
6032,M,Produce Clerk,Produce,New Jersey,Stores,40.56355046,4.814740344,66.24128538,Stores
6033,F,Baker,Bakery,Utah,Stores,38.66734469,4.137429327,43.05511606,Stores
6034,M,Baker,Bakery,Utah,Stores,40.977293,3.623453187,89.00185205,Stores
6036,M,Produce Clerk,Produce,Washington,Stores,52.57289817,4.292284654,119.2360833,Stores
6037,F,Dairy Person,Dairy,Maine,Stores,40.37497734,3.829620485,38.48482641,Stores
6038,M,Shelf Stocker,Processed Foods,Alaska,Stores,50.06942093,5.62309813,101.7906572,Stores
6039,M,Dairy Person,Dairy,Alaska,Stores,41.06551215,3.644001737,31.58885149,Stores
6040,F,Dairy Person,Dairy,Oklahoma,Stores,53.47592451,5.022957128,113.8781488,Stores
6042,M,Shelf Stocker,Processed Foods,Kentucky,Stores,53.4915034,4.472711662,130.297324,Stores
6043,M,Baker,Bakery,Colorado,Stores,63.73894286,3.157364192,115.0251668,Stores
6045,M,Baker,Bakery,Oklahoma,Stores,40.70882809,3.139642678,57.9142197,Stores
6046,F,Dairy Person,Dairy,Utah,Stores,37.59139333,6.41830137,39.71137016,Stores
6049,F,Dairy Person,Dairy,Hawaii,Stores,36.10676915,6.042837339,36.09179865,Stores
6050,M,Shelf Stocker,Processed Foods,Mississippi,Stores,38.74127154,4.757935505,3.72451025,Stores
6051,F,Dairy Person,Dairy,North Dakota,Stores,43.25323684,8.006456937,59.97672178,Stores
6052,M,Dairy Person,Dairy,Montana,Stores,34.44219482,3.146910189,15.51478712,Stores
6053,F,Baker,Bakery,Rhode Island,Stores,43.69207479,3.290894259,110.1780186,Stores
6054,M,Baker,Bakery,Hawaii,Stores,39.65280091,8.063055588,23.66601708,Stores
6055,M,Baker,Bakery,Indiana,Stores,60.90997694,2.607704916,142.0141691,Stores
6056,M,Shelf Stocker,Processed Foods,Montana,Stores,30.95667731,3.811609841,19.6553428,Stores
6057,M,Shelf Stocker,Processed Foods,Washington,Stores,37.14618785,4.632391951,44.2984152,Stores
6058,M,Baker,Bakery,Maine,Stores,45.33837094,3.249048265,90.27766384,Stores
6059,F,Dairy Person,Dairy,Idaho,Stores,57.17988345,5.452142204,186.9147685,Stores
6060,F,Cashier,Customer Service,Pennsylvania,Stores,44.98270849,5.460038094,58.63122287,Stores
6061,F,Shelf Stocker,Processed Foods,Ohio,Stores,56.1419897,2.44059197,123.4719341,Stores
6062,F,Produce Clerk,Produce,Mississippi,Stores,35.87246266,4.189664021,42.68110874,Stores
6063,M,Produce Clerk,Produce,Idaho,Stores,46.31954707,7.203902697,81.26608751,Stores
6064,F,Baker,Bakery,New Jersey,Stores,31.97079009,5.933423779,19.94428168,Stores
6065,M,Dairy Person,Dairy,Vermont,Stores,42.51204404,6.368397415,49.67195688,Stores
6066,F,Shelf Stocker,Processed Foods,Arizona,Stores,36.58901941,1.512252412,32.20555511,Stores
6067,M,Dairy Person,Dairy,Alaska,Stores,47.38958932,3.517693314,45.4274952,Stores
6068,M,Baker,Bakery,Montana,Stores,50.69339773,4.891722424,79.17182281,Stores
6070,M,Dairy Person,Dairy,Iowa,Stores,44.75315169,4.497713819,31.20251513,Stores
6071,F,Shelf Stocker,Processed Foods,North Dakota,Stores,37.43606578,3.51934578,61.68327466,Stores
6073,F,Dairy Person,Dairy,South Dakota,Stores,27.71856584,4.227868431,5.007941179,Stores
6074,M,Baker,Bakery,North Dakota,Stores,68.19428637,3.833298463,174.2356614,Stores
6078,F,Dairy Person,Dairy,Rhode Island,Stores,53.17206167,9.56293763,103.9223144,Stores
6079,M,Baker,Bakery,Pennsylvania,Stores,42.03480062,1.986460547,21.22375827,Stores
6080,F,Baker,Bakery,Indiana,Stores,47.27475019,4.642825654,110.003127,Stores
6081,M,Dairy Person,Dairy,Rhode Island,Stores,60.31162859,6.256222517,163.5028327,Stores
6082,F,Baker,Bakery,New Mexico,Stores,39.71629997,6.410780417,41.68048474,Stores
6083,M,Shelf Stocker,Processed Foods,Alaska,Stores,38.53448158,4.902069472,39.91608891,Stores
6084,F,Dairy Person,Dairy,Connecticut,Stores,43.48107003,3.412894225,106.6538862,Stores
6085,F,Baker,Bakery,Maryland,Stores,55.62121696,8.322593389,67.81062857,Stores
6088,M,Dairy Person,Dairy,Idaho,Stores,43.23654924,7.520986639,56.56555759,Stores
6089,M,Baker,Bakery,Idaho,Stores,51.64226919,4.236158704,166.3074186,Stores
6090,F,Shelf Stocker,Processed Foods,North Dakota,Stores,42.44939996,4.819816432,74.92120841,Stores
6091,M,Dairy Person,Dairy,Connecticut,Stores,52.86278167,6.099824179,108.8759015,Stores
6092,M,Shelf Stocker,Processed Foods,Oklahoma,Stores,46.22505163,5.678521279,106.9469987,Stores
6094,F,Baker,Bakery,Rhode Island,Stores,47.11349397,4.861138594,69.54990197,Stores
6095,F,Dairy Person,Dairy,Missouri,Stores,46.01383051,1.779910688,123.4101252,Stores
6096,M,Baker,Bakery,Georgia,Stores,42.8441185,4.507728339,82.82696461,Stores
6097,F,Baker,Bakery,California,Stores,37.15161784,5.837373944,45.69647364,Stores
6098,M,Baker,Bakery,Nebraska,Stores,47.47534265,3.917692659,95.00918074,Stores
6100,M,Baker,Bakery,Maine,Stores,49.16749985,5.53430313,100.2563981,Stores
6101,M,Dairy Person,Dairy,Georgia,Stores,52.10972541,5.676402333,110.9280661,Stores
6102,M,Cashier,Customer Service,Delaware,Stores,44.21488561,3.081491897,36.96733891,Stores
6103,M,Dairy Person,Dairy,Idaho,Stores,52.29923544,4.36135519,93.56688638,Stores
6105,M,Dairy Person,Dairy,Louisiana,Stores,43.66289721,5.529973727,32.59493172,Stores
6107,M,Baker,Bakery,South Dakota,Stores,40.14335851,5.404849426,58.63854092,Stores
6108,M,Baker,Bakery,Missouri,Stores,38.96748387,5.116503822,51.93358722,Stores
6109,F,Baker,Bakery,Louisiana,Stores,50.91032847,1.344446105,163.3648509,Stores
6110,M,Shelf Stocker,Processed Foods,North Carolina,Stores,40.23917477,4.765632736,64.95446099,Stores
6111,M,Dairy Person,Dairy,Oklahoma,Stores,36.16256867,5.862791669,30.91676978,Stores
6114,M,Shelf Stocker,Processed Foods,Massachusetts,Stores,47.13883011,3.541397154,95.07846102,Stores
6115,M,Baker,Bakery,Mississippi,Stores,53.07745062,4.551500546,128.2915053,Stores
6116,M,Shelf Stocker,Processed Foods,Idaho,Stores,43.78653186,2.211148203,44.23263205,Stores
6117,F,Dairy Person,Dairy,Vermont,Stores,40.53960553,3.861056653,51.86501902,Stores
6118,F,Shelf Stocker,Processed Foods,West Virginia,Stores,45.70708814,2.455147249,80.91359595,Stores
6119,M,Baker,Bakery,Oregon,Stores,55.17313327,5.463317737,112.2331221,Stores
6120,M,Shelf Stocker,Processed Foods,Louisiana,Stores,41.63266722,4.692104469,15.95415121,Stores
6121,M,Baker,Bakery,Kansas,Stores,39.8778754,5.072282398,67.2650909,Stores
6122,M,Dairy Person,Dairy,Connecticut,Stores,55.32466091,6.936130304,104.0526892,Stores
6123,M,Dairy Person,Dairy,Georgia,Stores,52.70830678,3.37478211,119.570825,Stores
6124,M,Baker,Bakery,New Hampshire,Stores,42.95168881,7.976673863,51.56714278,Stores
6125,F,Dairy Person,Dairy,Wyoming,Stores,47.64881948,6.182118554,107.770706,Stores
6126,F,Baker,Bakery,Maine,Stores,34.66267508,1.04271809,45.85075197,Stores
6127,M,Baker,Bakery,New York,Stores,38.35654857,5.775699039,46.15237105,Stores
6128,F,Baker,Bakery,Kentucky,Stores,66.47702271,5.867828072,157.9964884,Stores
6129,F,Baker,Bakery,New Mexico,Stores,48.30240335,4.688793444,95.1032584,Stores
6130,M,Baker,Bakery,Alabama,Stores,60.03385764,7.063289021,117.8290822,Stores
6131,F,Dairy Person,Dairy,Louisiana,Stores,62.43637624,5.353764498,176.6562138,Stores
6133,F,Baker,Bakery,South Dakota,Stores,48.88182634,5.648602539,129.4596525,Stores
6134,F,Dairy Person,Dairy,Mississippi,Stores,46.10715524,2.556899258,107.4865556,Stores
6135,F,Baker,Bakery,Kansas,Stores,52.12887609,6.982231697,109.1471198,Stores
6136,F,Baker,Bakery,Maine,Stores,35.82749187,4.606342524,31.87709009,Stores
6138,M,Baker,Bakery,Tennessee,Stores,54.24806682,3.159910592,131.7836282,Stores
6139,F,Baker,Bakery,Idaho,Stores,40.98550634,4.806655884,51.57098831,Stores
6141,M,Dairy Person,Dairy,Illinois,Stores,37.21089406,4.641217003,34.9315436,Stores
6143,F,Baker,Bakery,Maine,Stores,50.87619412,3.145198749,132.0250477,Stores
6144,F,Baker,Bakery,Maine,Stores,44.44156135,4.548462584,95.26110896,Stores
6145,F,Dairy Person,Dairy,Florida,Stores,43.52101763,6.300855678,87.03008172,Stores
6146,M,Dairy Person,Dairy,Utah,Stores,47.27994491,4.772435126,74.58765052,Stores
6147,M,Dairy Person,Dairy,New Mexico,Stores,43.54254789,3.876874665,84.13726826,Stores
6148,M,Shelf Stocker,Processed Foods,North Carolina,Stores,38.47174147,3.752860334,59.42454888,Stores
6149,F,Produce Clerk,Produce,New Jersey,Stores,51.52921235,2.998329441,122.1943788,Stores
6151,M,Cashier,Customer Service,Maryland,Stores,42.78732714,4.843224698,88.31040191,Stores
6152,M,Baker,Bakery,Arkansas,Stores,43.07389565,5.765475928,72.37648419,Stores
6155,M,Dairy Person,Dairy,New Mexico,Stores,41.34520472,2.97522167,52.51880364,Stores
6156,F,Cashier,Customer Service,Minnesota,Stores,56.08948438,4.787530852,57.08109475,Stores
6158,F,Dairy Person,Dairy,Idaho,Stores,45.6115212,4.702530978,83.00401782,Stores
6159,M,Dairy Person,Dairy,South Dakota,Stores,33.45393983,2.06158158,32.06032872,Stores
6160,M,Shelf Stocker,Processed Foods,Iowa,Stores,44.44616351,4.707454005,66.40326545,Stores
6161,M,Baker,Bakery,Arkansas,Stores,46.45912293,5.613184569,21.8826097,Stores
6162,F,Dairy Person,Dairy,Louisiana,Stores,56.11349381,5.670969946,115.2753003,Stores
6165,M,Shelf Stocker,Processed Foods,Arkansas,Stores,54.81298424,3.706603689,136.5774656,Stores
6166,M,Dairy Person,Dairy,Nebraska,Stores,28.66956475,7.153685669,7.384366753,Stores
6167,M,Baker,Bakery,Iowa,Stores,43.58186076,6.838404293,79.88298062,Stores
6168,M,Shelf Stocker,Processed Foods,Wyoming,Stores,55.95407957,8.001088252,133.5536216,Stores
6169,F,Dairy Person,Dairy,Hawaii,Stores,44.05438572,6.565584595,79.83538088,Stores
6170,M,Baker,Bakery,Delaware,Stores,65.08544718,6.608769352,168.2968241,Stores
6171,M,Baker,Bakery,South Carolina,Stores,56.48051759,2.86788466,105.7160105,Stores
6172,M,Dairy Person,Dairy,California,Stores,34.11107361,6.126811214,31.15203426,Stores
6173,M,Baker,Bakery,Alaska,Stores,50.15092496,2.982812111,59.47312475,Stores
6175,M,Baker,Bakery,North Dakota,Stores,36.78442485,1.845472625,14.42033397,Stores
6177,F,Baker,Bakery,Pennsylvania,Stores,48.40153092,5.819035025,117.6605185,Stores
6178,M,Baker,Bakery,Hawaii,Stores,44.42722296,5.356516849,49.26713564,Stores
6179,M,Cashier,Customer Service,Colorado,Stores,35.2315212,4.625959101,18.05310759,Stores
6180,F,Baker,Bakery,North Carolina,Stores,47.716313,4.164769432,134.2479634,Stores
6181,M,Dairy Person,Dairy,Kentucky,Stores,45.30318127,4.331711166,66.86578582,Stores
6182,F,Dairy Person,Dairy,Indiana,Stores,40.18007356,3.130957586,78.32558003,Stores
6184,F,Shelf Stocker,Processed Foods,Minnesota,Stores,46.28994568,0.654736837,97.34055561,Stores
6185,F,Dairy Person,Dairy,Iowa,Stores,51.86080422,5.371792902,124.5725392,Stores
6186,F,Dairy Person,Dairy,Washington,Stores,44.455374,3.559434948,69.06872901,Stores
6187,M,Baker,Bakery,Nebraska,Stores,43.32509954,5.194077122,82.06420406,Stores
6188,F,Baker,Bakery,North Dakota,Stores,40.11655818,3.858772807,49.49884732,Stores
6189,M,Shelf Stocker,Processed Foods,Indiana,Stores,39.90448186,4.003956834,13.65525787,Stores
6190,M,Cashier,Customer Service,California,Stores,40.72340303,4.679719292,4.932084035,Stores
6191,M,Dairy Person,Dairy,Vermont,Stores,46.59423724,4.797184694,79.42759176,Stores
6192,M,Baker,Bakery,Oregon,Stores,55.83492729,5.223105466,142.609888,Stores
6193,F,Baker,Bakery,Nebraska,Stores,37.97653546,2.853086829,47.69976774,Stores
6194,M,Dairy Person,Dairy,Pennsylvania,Stores,46.75475223,5.547566283,90.56969101,Stores
6195,M,Dairy Person,Dairy,Nevada,Stores,45.87615548,6.368428503,35.47227014,Stores
6196,F,Dairy Person,Dairy,Missouri,Stores,42.06349601,5.873974233,65.47661637,Stores
6198,F,Baker,Bakery,Arizona,Stores,39.96096503,3.289488165,76.75736942,Stores
6200,F,Shelf Stocker,Processed Foods,Arizona,Stores,38.89189402,2.798223878,17.9087444,Stores
6201,F,Baker,Bakery,Arizona,Stores,42.96657599,2.571598197,70.49970917,Stores
6202,M,Baker,Bakery,Arizona,Stores,43.34703254,2.892718532,53.29892688,Stores
6203,M,Baker,Bakery,Ohio,Stores,33.22883504,3.796463894,8.13846959,Stores
6204,F,Dairy Person,Dairy,Louisiana,Stores,40.25476651,3.385361635,61.44584319,Stores
6205,F,Dairy Person,Dairy,Kentucky,Stores,64.98440639,4.685856315,158.9808855,Stores
6206,F,Cashier,Customer Service,Virginia,Stores,39.67175897,6.125447296,48.99671878,Stores
6207,F,Baker,Bakery,Alabama,Stores,44.07775971,3.674970002,37.75587442,Stores
6209,F,Dairy Person,Dairy,Missouri,Stores,58.87562606,8.21182538,142.4810549,Stores
6210,F,Dairy Person,Dairy,Ohio,Stores,40.04753164,6.212073541,68.60150427,Stores
6211,F,Shelf Stocker,Processed Foods,Ohio,Stores,38.56376377,5.763725033,35.60827307,Stores
6212,M,Dairy Person,Dairy,Georgia,Stores,40.26179525,6.587248003,12.15552169,Stores
6213,M,Cashier,Customer Service,Tennessee,Stores,43.14931689,4.771664548,59.68357964,Stores
6214,F,Dairy Person,Dairy,North Dakota,Stores,41.06749568,5.402783546,78.59306346,Stores
6215,F,Dairy Person,Dairy,Idaho,Stores,38.00799321,2.6971665,96.0089053,Stores
6216,F,Shelf Stocker,Processed Foods,Wisconsin,Stores,42.22950249,2.43937462,97.86988214,Stores
6217,M,Dairy Person,Dairy,Pennsylvania,Stores,33.60859145,6.98639839,7.281303521,Stores
6218,M,Dairy Person,Dairy,Delaware,Stores,49.64361033,4.354081495,92.54277515,Stores
6221,F,Dairy Person,Dairy,Idaho,Stores,40.72427834,4.389390764,30.60159772,Stores
6222,F,Dairy Person,Dairy,Montana,Stores,46.53708033,5.849970489,104.8291871,Stores
6224,M,Baker,Bakery,Rhode Island,Stores,42.08350286,5.349954763,89.32964674,Stores
6225,F,Shelf Stocker,Processed Foods,Maryland,Stores,40.1962242,3.257425893,92.78792207,Stores
6227,M,Cashier,Customer Service,Kansas,Stores,35.62637083,4.861416283,36.98346499,Stores
6228,F,Dairy Person,Dairy,Illinois,Stores,48.46023017,4.263557654,149.1687565,Stores
6229,F,Shelf Stocker,Processed Foods,New Mexico,Stores,42.83733837,4.888367007,86.85426309,Stores
6231,F,Shelf Stocker,Processed Foods,Hawaii,Stores,48.55712619,3.73328296,55.70770315,Stores
6232,M,Dairy Person,Dairy,Delaware,Stores,40.50432027,3.290080453,29.94985062,Stores
6233,F,Dairy Person,Dairy,Connecticut,Stores,42.376561,2.950030742,85.32871346,Stores
6234,M,Dairy Person,Dairy,Nevada,Stores,56.37161816,5.622566161,112.8949363,Stores
6235,F,Baker,Bakery,North Dakota,Stores,38.62945876,4.736287693,70.75153218,Stores
6236,M,Dairy Person,Dairy,Maine,Stores,43.42523329,3.501140604,34.76415641,Stores
6237,F,Dairy Person,Dairy,Indiana,Stores,58.06535771,6.530966977,195.1317611,Stores
6238,M,Dairy Person,Dairy,New Hampshire,Stores,44.98312937,5.413548218,95.53371159,Stores
6239,M,Dairy Person,Dairy,Rhode Island,Stores,47.65191141,4.922451378,37.60707064,Stores
6240,F,Shelf Stocker,Processed Foods,South Carolina,Stores,48.43471992,5.309062202,107.2567537,Stores
6241,M,Dairy Person,Dairy,Nevada,Stores,34.68455674,3.144037175,19.84365163,Stores
6242,F,Dairy Person,Dairy,Florida,Stores,50.46273576,6.12174051,82.93348647,Stores
6243,F,Dairy Person,Dairy,South Dakota,Stores,34.68802121,3.266684854,49.74688462,Stores
6246,F,Shelf Stocker,Processed Foods,Alabama,Stores,52.31504496,3.104658554,130.3102692,Stores
6247,M,Dairy Person,Dairy,Mississippi,Stores,46.18302974,4.507828781,65.21207373,Stores
6248,F,Baker,Bakery,Wisconsin,Stores,44.27748807,4.0751914,70.84260258,Stores
6249,M,Shelf Stocker,Processed Foods,Texas,Stores,46.22330447,5.770580625,46.47580659,Stores
6250,F,Dairy Person,Dairy,Maine,Stores,47.58193968,3.707817575,83.72231999,Stores
6251,M,Baker,Bakery,Maryland,Stores,44.04512679,6.442290264,51.59794747,Stores
6252,F,Baker,Bakery,Ohio,Stores,33.52320322,5.518433827,25.60681281,Stores
6253,F,Shelf Stocker,Processed Foods,Louisiana,Stores,44.76423444,3.687176293,97.64347913,Stores
6254,F,Dairy Person,Dairy,California,Stores,48.52289818,5.838773729,103.664043,Stores
6255,M,Dairy Person,Dairy,Virginia,Stores,31.03904186,2.143670454,9.369126144,Stores
6256,M,Dairy Person,Dairy,Oregon,Stores,56.47395463,4.337916878,87.09529527,Stores
6257,M,Dairy Person,Dairy,Maine,Stores,25.08333567,5.560105989,23.87049524,Stores
6258,M,Shelf Stocker,Processed Foods,North Carolina,Stores,35.76851629,5.267528387,23.78987275,Stores
6259,F,Cashier,Customer Service,Alabama,Stores,41.02333262,3.151944508,80.23897111,Stores
6260,M,Dairy Person,Dairy,California,Stores,31.0030626,3.172452072,20.7176061,Stores
6261,F,Shelf Stocker,Processed Foods,Alabama,Stores,61.58426185,4.561180166,197.6432056,Stores
6262,M,Shelf Stocker,Processed Foods,Rhode Island,Stores,36.19322811,3.090167177,11.05601722,Stores
6263,M,Dairy Person,Dairy,New Jersey,Stores,49.04396809,2.568587025,75.77613324,Stores
6264,M,Shelf Stocker,Processed Foods,Nevada,Stores,34.90132461,3.409415277,14.0341438,Stores
6265,M,Dairy Person,Dairy,Missouri,Stores,39.06901845,3.342616131,43.85449269,Stores
6266,M,Produce Clerk,Produce,Oklahoma,Stores,37.23492804,2.530002744,24.43940543,Stores
6267,M,Dairy Person,Dairy,Connecticut,Stores,49.22606104,7.367096018,76.3990691,Stores
6268,F,Dairy Person,Dairy,Iowa,Stores,55.25133067,6.477286982,124.9721375,Stores
6270,M,Dairy Person,Dairy,Colorado,Stores,40.67962864,3.635833246,97.3304284,Stores
6271,F,Dairy Person,Dairy,South Dakota,Stores,57.70255242,3.985141118,154.5863335,Stores
6272,M,Dairy Person,Dairy,Alabama,Stores,47.0180074,5.185372465,54.59844664,Stores
6273,M,Shelf Stocker,Processed Foods,New York,Stores,49.98354604,3.530782811,97.86452282,Stores
6274,F,Dairy Person,Dairy,South Carolina,Stores,38.84704312,4.926480372,78.22792184,Stores
6275,M,Dairy Person,Dairy,South Carolina,Stores,43.43786441,1.857483597,35.9783949,Stores
6276,F,Dairy Person,Dairy,West Virginia,Stores,41.72272581,4.529199852,52.97846121,Stores
6277,F,Produce Clerk,Produce,Ohio,Stores,39.71315138,3.855133565,69.30399336,Stores
6278,M,Dairy Person,Dairy,Alabama,Stores,40.83586317,5.769478277,58.47094189,Stores
6280,M,Baker,Bakery,Wyoming,Stores,42.76631031,4.412524424,74.89638884,Stores
6281,M,Dairy Person,Dairy,South Dakota,Stores,63.09425954,4.116867797,169.3813484,Stores
6283,M,Shelf Stocker,Processed Foods,Rhode Island,Stores,46.53876619,5.715286181,60.96376568,Stores
6284,M,Baker,Bakery,Vermont,Stores,34.24361824,5.85335077,24.08961491,Stores
6285,M,Shelf Stocker,Processed Foods,Arkansas,Stores,35.02136166,4.695755152,30.35841931,Stores
6286,M,Dairy Person,Dairy,Virginia,Stores,54.84166553,4.456971522,171.8114788,Stores
6287,M,Dairy Person,Dairy,Maryland,Stores,63.39048117,2.634889405,120.2283125,Stores
6289,F,Dairy Person,Dairy,Vermont,Stores,38.9598913,8.546448031,25.55696641,Stores
6290,M,Baker,Bakery,South Dakota,Stores,45.86560259,4.817767091,92.08516458,Stores
6291,F,Dairy Person,Dairy,Vermont,Stores,54.02781281,4.61365461,123.218042,Stores
6292,M,Dairy Person,Dairy,Nevada,Stores,37.44543624,3.527922152,17.45765681,Stores
6293,M,Baker,Bakery,California,Stores,37.58499186,3.382333887,48.33948104,Stores
6294,F,Dairy Person,Dairy,South Dakota,Stores,48.51936052,6.120570887,71.55930347,Stores
6295,M,Dairy Person,Dairy,Louisiana,Stores,53.41544829,2.754399568,136.1110291,Stores
6296,M,Dairy Person,Dairy,Louisiana,Stores,55.26630036,3.955230978,106.9748177,Stores
6297,M,Dairy Person,Dairy,Arkansas,Stores,43.33483166,2.377668733,72.51600958,Stores
6298,F,Shelf Stocker,Processed Foods,Florida,Stores,49.18796842,6.035805635,124.3455134,Stores
6299,F,Dairy Person,Dairy,Georgia,Stores,33.3084223,1.104890143,63.09037852,Stores
6300,F,Shelf Stocker,Processed Foods,Iowa,Stores,38.52855282,1.536791604,44.27487253,Stores
6301,F,Baker,Bakery,Connecticut,Stores,47.54126646,5.095961181,39.80970374,Stores
6302,M,Shelf Stocker,Processed Foods,Nebraska,Stores,30.61769644,5.439549939,16.81946984,Stores
6303,F,Shelf Stocker,Processed Foods,Idaho,Stores,77.93800302,3.056848461,257.9249576,Stores
6304,F,Baker,Bakery,Massachusetts,Stores,31.84387655,4.712987024,21.95826382,Stores
6306,M,Baker,Bakery,Virginia,Stores,45.04394105,5.639033738,41.37291617,Stores
6307,F,Cashier,Customer Service,South Dakota,Stores,37.65651366,5.548923051,51.27861644,Stores
6308,M,Cashier,Customer Service,Nevada,Stores,45.02397839,3.157981421,23.14316909,Stores
6310,M,Dairy Person,Dairy,Vermont,Stores,43.89264331,4.187410093,54.01273422,Stores
6311,F,Dairy Person,Dairy,South Carolina,Stores,41.04255181,5.000141163,67.01724222,Stores
6312,M,Dairy Person,Dairy,Alaska,Stores,30.25534163,3.527767496,21.84523014,Stores
6313,F,Dairy Person,Dairy,Maine,Stores,48.88402737,1.086557577,92.33675004,Stores
6315,M,Dairy Person,Dairy,North Carolina,Stores,41.02861513,3.880802195,42.03430923,Stores
6317,F,Dairy Person,Dairy,Kansas,Stores,43.37914547,5.186602238,75.78168894,Stores
6318,M,Baker,Bakery,Iowa,Stores,50.99268103,1.967178543,70.92629791,Stores
6320,M,Dairy Person,Dairy,North Carolina,Stores,52.20949296,4.499087938,66.20028888,Stores
6321,F,Cashier,Customer Service,Kentucky,Stores,40.39515684,2.399050042,81.00621163,Stores
